InstitutionId,InstitutionName,College,UnitId,UnitType,Discipline,PersonId,PersonName,Department,Broad_Field,Rank
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,25472,"DEDON, PETER C",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,50517,"HAN, JONGYOON",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,58851,"LAUFFENBURGER, DOUGLAS A",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,60069,"IRVINE, DARRELL J",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,61378,"JASANOFF, ALAN PRADIP",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,62796,"LODISH, HARVEY F",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,83112,"LANGER, ROBERT S",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,85013,"NILES, JACQUIN",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,99938,"YAFFE, MICHAEL B",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,115935,"WITTRUP, KARL DANE",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,129009,"WHITE, FOREST M",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,135419,"BURGE, CHRISTOPHER B",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,141156,"ENGELWARD, BEVIN P",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,144921,"GRIFFITH, LINDA G",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,144993,"GRODZINSKY, ALAN J",Biological Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,150013,"KEATING, AMY E",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,169050,"TIDOR, BRUCE",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,175857,"BOYER, LAURIE ANN",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,176231,"ALM, ERIC J",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,176239,"FRAENKEL, ERNEST",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,176243,"MANALIS, SCOTT R",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,176254,"SASISEKHARAN, RAM",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,176486,"KAMM, ROGER DALE",Biological Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,287081,"BATHE, MARK",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,370154,"WEISS, RON",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,412244,"RIBBECK, KATHARINA",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,488068,"VOIGT, CHRISTOPHER A",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,544450,"BLAINEY, PAUL C",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,632090,"COLLINS, JAMES J",Biological Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,779088,"KOEHLER, ANGELA NICOLE",Biological Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,827631,"BIRNBAUM, MICHAEL E",Biological Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,856140,"BRYSON, BRYAN DAVID",Biological Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,1107892,"HANSEN, ANDERS SEJR",Biological Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,1806569,"TAL, MICHAL CASPI",Biological Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1903,Program,Agricultural/Biological Engineering and Bioengineering,1863449,"STARK, JESSICA",Biological Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,2717,"ARMSTRONG, ROBERT C",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,17819,"CHAKRABORTY, ARUP K",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,21240,"COHEN, ROBERT E",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,21381,"COONEY, CHARLES L",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,29241,"DOYLE, PATRICK S",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,39925,"GLEASON, KAREN K",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,46018,"HATTON, TREVOR ALAN",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,54951,"JENSEN, KLAVS F",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,58851,"LAUFFENBURGER, DOUGLAS A",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,63580,"LOVE, JOHN C",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,77316,"PRATHER, KRISTALA L. JONES",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,81733,"RUTLEDGE, GREGORY C",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,83112,"LANGER, ROBERT S",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,87081,"STEPHANOPOULOS, GEORGE",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,106262,"STRANO, MICHAEL S",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,115935,"WITTRUP, KARL DANE",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,126739,"TROUT, BERNHARDT L",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,132682,"BARTON, PAUL I",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,137689,"COLTON, CLARK K",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,144767,"GREEN, WILLIAM H",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,145732,"HAMMOND, PAULA T",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,176252,"STEPHANOPOULOS, GREGORY",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,287136,"BLANKSCHTEIN, EDMUNDO D",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,412248,"OLSEN, BRADLEY D",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,412249,"ROMAN, YURIY",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,412250,"SIKES JOHNSON, HADLEY",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,412267,"ANDERSON, DANIEL GRIFFITH",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,412297,"BAZANT, MARTIN Z",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,412328,"BRAATZ, RICHARD D",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,544458,"BRUSHETT, FIKILE R",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,544459,"TISDALE, WILLIAM",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,627127,"CHUNG, KWANGHUN",Chemical Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,627128,"KULIK, HEATHER JANINE",Chemical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,827668,"SMITH, ZACHARY P",Chemical Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,840336,"DEKOSKY, BRANDON J",Chemical Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,1092832,"COLEY, CONNOR WILSON",Chemical Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,1108321,"FURST, ARIEL L",Chemical Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,1108322,"GALLOWAY, KATIE E",Chemical Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,1505056,"QI, QIN MAGGIE",Chemical Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,1857232,"SHIN, SUNGHO",Chemical Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1906,Program,Chemical Engineering,2157264,"DRAKE, JAVIT",Chemical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,4946,"ELTAHIR, ELFATIH A. B",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,7485,"BARNHART, CYNTHIA",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,9049,"BEN-AKIVA, MOSHE E",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,14923,"BUYUKOZTURK, ORAL",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,20948,"CHISHOLM, SALLIE W",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,29601,"EINSTEIN, HERBERT H",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,34408,"ENTEKHABI, DARA",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,43839,"HARVEY, CHARLES F",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,52517,"JUANES, RUBEN",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,60885,"JADBABAIE-MOGHADAM, ALI",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,68543,"MCLAUGHLIN, DENNIS",Civil and Environmental Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,83154,"NEPF, HEIDI",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,87416,"OCHSENDORF, JOHN A",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,90673,"ULM, FRANZ-JOSEF",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,96890,"WHITTLE, ANDREW",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,107510,"GSCHWEND, PHILIP M",Civil and Environmental Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,135309,"BUEHLER, MARKUS J",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,146587,"HEMOND, HAROLD F",Civil and Environmental Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,148653,"JAILLET, PATRICK",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,165888,"SIMCHI-LEVI, DAVID",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,175847,"FOLLOWS, MICHAEL J",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,176231,"ALM, ERIC J",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,288366,"KROLL, JESSE",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,289312,"SHEFFI, YOSEF",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,289725,"WILLIAMS, JOHN R",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,435117,"ZHAO, XUANHE",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,488075,"AMIN, SAURABH",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,627170,"ZHAO, JINHUA",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,635686,"PLATA, DESIREE LOUISE",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,779060,"BOUROUIBA, LYDIA",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,779101,"MUELLER, CAITLIN T",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,789734,"CORDERO SANCHEZ, OTTO X",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,789735,"MARELLI, BENEDETTO",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,789736,"MASIC, ADMIR",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,825729,"COHEN, TAL",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,825730,"DES MARAIS, DAVID LEE",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,825731,"SAAVEDRA SANCHEZ, SERGUEI",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,827385,"LIEBERMAN, TAMI DANIELLE",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,924534,"CARSTENSEN, JOSEPHINE V",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,1108290,"WU, CATHY",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,1351828,"HOWLAND, MICHAEL",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,1351829,"TERRER MORENO, CESAR",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,1412507,"WAINWRIGHT, HARUKO M",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,1806570,"MCROSE, DARCY",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Civil Engineering,1997383,"ZARDINI, GIOELE JOSHUA",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,4946,"ELTAHIR, ELFATIH A. B",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,7485,"BARNHART, CYNTHIA",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,9049,"BEN-AKIVA, MOSHE E",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,14923,"BUYUKOZTURK, ORAL",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,20948,"CHISHOLM, SALLIE W",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,29601,"EINSTEIN, HERBERT H",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,34408,"ENTEKHABI, DARA",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,43839,"HARVEY, CHARLES F",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,52517,"JUANES, RUBEN",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,60885,"JADBABAIE-MOGHADAM, ALI",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,68543,"MCLAUGHLIN, DENNIS",Civil and Environmental Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,83154,"NEPF, HEIDI",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,87416,"OCHSENDORF, JOHN A",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,90673,"ULM, FRANZ-JOSEF",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,96890,"WHITTLE, ANDREW",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,107510,"GSCHWEND, PHILIP M",Civil and Environmental Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,135309,"BUEHLER, MARKUS J",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,146587,"HEMOND, HAROLD F",Civil and Environmental Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,148653,"JAILLET, PATRICK",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,165888,"SIMCHI-LEVI, DAVID",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,175847,"FOLLOWS, MICHAEL J",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,176231,"ALM, ERIC J",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,288366,"KROLL, JESSE",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,289312,"SHEFFI, YOSEF",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,289725,"WILLIAMS, JOHN R",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,435117,"ZHAO, XUANHE",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,488075,"AMIN, SAURABH",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,627170,"ZHAO, JINHUA",Civil and Environmental Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,635686,"PLATA, DESIREE LOUISE",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,779060,"BOUROUIBA, LYDIA",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,779101,"MUELLER, CAITLIN T",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,789734,"CORDERO SANCHEZ, OTTO X",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,789735,"MARELLI, BENEDETTO",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,789736,"MASIC, ADMIR",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,825729,"COHEN, TAL",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,825730,"DES MARAIS, DAVID LEE",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,825731,"SAAVEDRA SANCHEZ, SERGUEI",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,827385,"LIEBERMAN, TAMI DANIELLE",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,924534,"CARSTENSEN, JOSEPHINE V",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,1108290,"WU, CATHY",Civil and Environmental Engineering,Engineering,Associate Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,1351828,"HOWLAND, MICHAEL",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,1351829,"TERRER MORENO, CESAR",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,1412507,"WAINWRIGHT, HARUKO M",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,1806570,"MCROSE, DARCY",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1908,Program,Environmental Engineering,1997383,"ZARDINI, GIOELE JOSHUA",Civil and Environmental Engineering,Engineering,Assistant Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1912,Program,Electrical Engineering,765,"AGARWAL, ANANT",Electrical Engineering,Engineering,Other
123,Massachusetts Institute of Technology,"Engineering, School of",1912,Program,Electrical Engineering,3166,"MITHAL, ARVIND",Electrical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1912,Program,Electrical Engineering,6644,"BALDO, MARC A",Electrical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1912,Program,Electrical Engineering,8219,"BHATIA, SANGEETA N",Electrical Engineering,Engineering,Professor
123,Massachusetts Institute of Technology,"Engineering, School of",1912,Program,Electrical Engineering,9467,"BERGGREN, KARL K",Electrical Engineering,Engineering,Professor
